failure_id,tool,status,exception_type,exception_message,reason,package,version,artifact,artifact_type,pyc_path,python_tag,magic_number,source_present,overall_level,overall_label,artifact_path,command_file,stdout_file,stderr_file,metadata_file,trace_available
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/olga/__pycache__/load_model.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-,decompyle3,exit_2,EOFError,marshal data too short,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) EOFError: marshal data too short",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/olga/__pycache__/preprocess_generative_model_and_data.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/olga/__pycache__/sequence_generation.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-,decompyle3,exit_2,ValueError,bad marshal data (digi...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (digi...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/olga/__pycache__/utils.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-olga-/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/__init__.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/all_genes.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/amino_acids.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/basic.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/genetic_code.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (inva...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (inva...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/html_colors.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/infer_cdr3_nucleotides.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (digi...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (digi...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/logo_tools.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (digi...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (digi...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/make_10x_clones_file.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/make_really_tall_trees.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/make_tcr_logo.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/make_tcr_trees.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/score_trees_devel.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/tcr_distances.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi,decompyle3,exit_2,EOFError,marshal data too short,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-39/lib/python3.9/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) EOFError: marshal data too short",clustcrdist,0.1.5,clustcrdist-0.1.5-py2.py3-none-any.whl,wheel,clustcrdist/constants/modules/tcrdist/__pycache__/tcr_distances_blosum.cpython-39.pyc,cpython-39,3425,True,4,pylingual_decompilable,data/artifacts/pypi/clustcrdist/0.1.5/clustcrdist-0.1.5-py2.py3-none-any.whl,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-39/cpython-39-decompyle3-clustcrdist-0.1.5-py2.py3-none-any.whl-clustcrdist-constants-modules-tcrdi/metadata.txt,False
