artifact,package,version,artifact_type,source_less_pyc,total_pyc_in_artifact,source_less_pyc_pct_in_artifact,python_tags,top_level_paths,source_recoverable_pyc,source_recoverable_pct,dynamic_loading_indicator,dynamic_load_hits,keyword_categories,security_keyword_indicator
transstellar_antd-0.19.4.tar.gz,transstellar-antd,0.19.4,tar,8,132,6.06,cpython-312;cpython-38,transstellar_antd-0.19.4,8,100.00,False,0,,no
velopix-0.9.0-cp310-cp310-manylinux_2_34_x86_64.whl,velopix,0.9.0,wheel,8,14,57.14,cpython-313,velopix,8,100.00,True,3,,no
WaterOptim-1.6.9-py3-none-any.whl,wateroptim,1.6.9,wheel,8,67,11.94,cpython-38;cpython-39,WaterOptim,8,100.00,True,1,testing,no
wepipe-0.1.3.tar.gz,wepipe,0.1.3,tar,8,51,15.69,cpython-310,wepipe-0.1.3,8,100.00,True,1,ml;network,no
xxnlp-0.1.3.tar.gz,xxnlp,0.1.3,tar,8,120,6.67,cpython-38,xxnlp-0.1.3,8,100.00,True,8,ml;testing,no
zxvcv.cmdutil-0.5.0-py310-none-any.whl,zxvcv-cmdutil,0.5.0,wheel,8,8,100.00,cpython-310,zxvcv,8,100.00,False,0,,no
credici-0.1.10.tar.gz,credici,0.1.10,tar,7,28,25.00,cpython-310;cpython-311,credici-0.1.10,7,100.00,False,0,data;ml,no
dfv-0.47.0.tar.gz,dfv,0.47.0,tar,7,32,21.88,cpython-311,dfv-0.47.0,7,100.00,False,0,testing,no
funvip-0.5.9-py3-none-any.whl,funvip,0.5.9,wheel,7,25,28.00,cpython-310;cpython-39,funvip,7,100.00,True,2,,no
funvip-0.5.9.tar.gz,funvip,0.5.9,tar,7,25,28.00,cpython-310;cpython-39,funvip-0.5.9,7,100.00,True,2,,no
Goldendoodle-23.tar.gz,goldendoodle,23,tar,7,23,30.43,cpython-310,Goldendoodle-23,7,100.00,False,0,testing,no
isage_finetune-0.2.0-py2.py3-none-any.whl,isage-finetune,0.2.0,wheel,7,11,63.64,cpython-311,sage_finetune,7,100.00,False,0,data,no
lieops-0.2.3.tar.gz,lieops,0.2.3,tar,7,52,13.46,cpython-310,lieops-0.2.3,7,100.00,True,2,,no
my_quart_app-2.0.0-py3-none-any.whl,my-quart-app,2.0.0,wheel,7,57,12.28,cpython-39,app,7,100.00,False,0,,no
nacolla-0.1.5.tar.gz,nacolla,0.1.5,tar,7,30,23.33,cpython-38;cpython-39,nacolla-0.1.5,7,100.00,True,1,testing,no
partial_sh-0.7.2.tar.gz,partial-sh,0.7.2,tar,7,45,15.56,cpython-311;cpython-312,partial_sh-0.7.2,7,100.00,True,2,network,no
pnp_ccv-0.0.1.tar.gz,pnp-ccv,0.0.1,tar,7,23,30.43,cpython-313,pnp_ccv-0.0.1,7,100.00,False,0,,no
pyhafas-0.6.1.tar.gz,pyhafas,0.6.1,tar,7,32,21.88,cpython-38,pyhafas-0.6.1,7,100.00,False,0,data;network;testing,no
qnx_arbiter-0.1.8-py3-none-any.whl,qnx-arbiter,0.1.8,wheel,7,7,100.00,cpython-38,qnx_arbiter,7,100.00,False,0,network,no
ratio-0.4.0.tar.gz,ratio,0.4.0,tar,7,36,19.44,cpython-311,ratio-0.4.0,7,100.00,True,1,cli;data;ml,no
reliability_chatbot-0.34-py3-none-any.whl,reliability-chatbot,0.34,wheel,7,105,6.67,cpython-311;cpython-312,app1,7,100.00,False,0,ml,no
reliability_chatbot-0.34.tar.gz,reliability-chatbot,0.34,tar,7,105,6.67,cpython-311;cpython-312,reliability_chatbot-0.34,7,100.00,False,0,ml,no
rpa_amazon_buyer-1.0.2.tar.gz,rpa-amazon-buyer,1.0.2,tar,7,13,53.85,cpython-38,rpa_amazon_buyer-1.0.2,7,100.00,False,0,network,no
rpa_shein-1.0.1.tar.gz,rpa-shein,1.0.1,tar,7,10,70.00,cpython-38,rpa_shein-1.0.1,7,100.00,False,0,network,no
SITH-0.1.0.tar.gz,sith,0.1.0,tar,7,15,46.67,cpython-39,SITH-0.1.0,7,100.00,False,0,testing,no
softwareai_engine_library-1.0.23-py3-none-any.whl,softwareai-engine-library,1.0.23,wheel,7,50,14.00,cpython-39,softwareai_engine_library,7,100.00,True,5,,no
softwareai_engine_library-1.0.23.tar.gz,softwareai-engine-library,1.0.23,tar,7,50,14.00,cpython-39,softwareai_engine_library-1.0.23,7,100.00,True,5,,no
twocan-0.1.2.tar.gz,twocan,0.1.2,tar,7,19,36.84,cpython-313;cpython-39,twocan-0.1.2,7,100.00,True,2,testing,no
WF_Prop-0.0.15.tar.gz,wf-prop,0.0.15,tar,7,7,100.00,cpython-39,WF_Prop-0.0.15,7,100.00,False,0,,no
all-fives-domino-1.0.23.tar.gz,all-fives-domino,1.0.23,tar,6,33,18.18,cpython-311,all-fives-domino-1.0.23,6,100.00,False,0,testing,no
all_fives_domino-1.0.23-py3-none-any.whl,all-fives-domino,1.0.23,wheel,6,33,18.18,cpython-311,src,6,100.00,False,0,testing,no
bedrock_llm-0.1.95b0-py3-none-any.whl,bedrock-llm,0.1.95b0,wheel,6,70,8.57,cpython-311;cpython-312;cpython-39,bedrock_llm,6,100.00,True,1,network,no
cephalon_interface-0.1.6.tar.gz,cephalon-interface,0.1.6,tar,6,24,25.00,cpython-311,cephalon_interface-0.1.6,6,100.00,True,1,,no
chatbot_code-0.3.16-py3-none-any.whl,chatbot-code,0.3.16,wheel,6,108,5.56,cpython-311;cpython-312,app1,6,100.00,False,0,ml,no
chatbot_code-0.3.16.tar.gz,chatbot-code,0.3.16,tar,6,108,5.56,cpython-311;cpython-312,chatbot_code-0.3.16,6,100.00,False,0,ml,no
cloud_time_saver-0.3.8.tar.gz,cloud-time-saver,0.3.8,tar,6,13,46.15,cpython-38,cloud_time_saver-0.3.8,6,100.00,True,1,,no
cm_course_uos-2.3.9-py3-none-any.whl,cm-course-uos,2.3.9,wheel,6,8,75.00,cpython-311;cpython-38,cm_course_uos,6,100.00,False,0,,no
cm_course_uos-2.3.9.tar.gz,cm-course-uos,2.3.9,tar,6,8,75.00,cpython-311;cpython-38,cm_course_uos-2.3.9,6,100.00,False,0,,no
code_loader_helpers-1.0.35.tar.gz,code-loader-helpers,1.0.35,tar,6,6,100.00,cpython-39,code_loader_helpers-1.0.35,6,100.00,False,0,,no
dinnovos_agent_cli-1.0.7-py3-none-any.whl,dinnovos-agent-cli,1.0.7,wheel,6,55,10.91,cpython-313,dinnovos_cli,6,100.00,False,0,cli,no
discordpy_common-0.2.1-py3-none-any.whl,discordpy-common,0.2.1,wheel,6,6,100.00,cpython-312,discordpy_common-0.2.1.data,6,100.00,False,0,data,no
ebel-1.0.37.tar.gz,ebel,1.0.37,tar,6,93,6.45,cpython-39,ebel-1.0.37,6,100.00,False,0,,no
gandai-1.7.83-py3-none-any.whl,gandai,1.7.83,wheel,6,23,26.09,cpython-311,gandai,6,100.00,False,0,security,yes
gandai-1.7.83.tar.gz,gandai,1.7.83,tar,6,23,26.09,cpython-311,gandai-1.7.83,6,100.00,False,0,security,yes
gefera-0.1.tar.gz,gefera,0.1,tar,6,10,60.00,cpython-38,gefera-0.1,6,100.00,False,0,,no
gsomos-1.0.1-py3-none-any.whl,gsomos,1.0.1,wheel,6,18,33.33,cpython-310;cpython-311;cpython-39,somos,6,100.00,False,0,,no
gsomos-1.0.1.tar.gz,gsomos,1.0.1,tar,6,18,33.33,cpython-310;cpython-311;cpython-39,gsomos-1.0.1,6,100.00,False,0,,no
Hector-Observations-Pipeline-1.4.tar.gz,hector-observations-pipeline,1.4,tar,6,106,5.66,cpython-38;cpython-39,Hector-Observations-Pipeline-1.4,6,100.00,True,1,ml,no
ingenii_quantum_hybrid_networks-0.3.2-py3-none-any.whl,ingenii-quantum-hybrid-networks,0.3.2,wheel,6,8,75.00,cpython-311;cpython-39,ingenii_quantum,6,100.00,False,0,,no
ingenii_quantum_hybrid_networks-0.3.2.tar.gz,ingenii-quantum-hybrid-networks,0.3.2,tar,6,8,75.00,cpython-311;cpython-39,ingenii_quantum_hybrid_networks-0.3.2,6,100.00,False,0,,no
ml_twopointone-0.1.0.tar.gz,ml-twopointone,0.1.0,tar,6,8,75.00,cpython-310;cpython-311,ml_twopointone-0.1.0,6,100.00,False,0,ml,no
monicatools-0.1.1-cp312-none-any.whl,monicatools,0.1.1,wheel,6,6,100.00,cpython-312,monica_tools,6,100.00,False,0,data,no
mycarehub_backend_django-0.0.1-py3-none-any.whl,mycarehub-backend-django,0.0.1,wheel,6,124,4.84,cpython-38,mycarehub,6,100.00,False,0,,no
mycarehub_backend_django-0.0.1.tar.gz,mycarehub-backend-django,0.0.1,tar,6,124,4.84,cpython-38,mycarehub_backend_django-0.0.1,6,100.00,False,0,,no
mycarehub_django-0.0.16-py3-none-any.whl,mycarehub-django,0.0.16,wheel,6,124,4.84,cpython-38,mycarehub,6,100.00,False,0,,no
mycarehub_django-0.0.16.tar.gz,mycarehub-django,0.0.16,tar,6,124,4.84,cpython-38,mycarehub_django-0.0.16,6,100.00,False,0,,no
mythril_agent_skills-0.2.13-py3-none-any.whl,mythril-agent-skills,0.2.13,wheel,6,56,10.71,cpython-312,mythril_agent_skills,6,100.00,True,1,build,no
mythril_agent_skills-0.2.13.tar.gz,mythril-agent-skills,0.2.13,tar,6,56,10.71,cpython-312,mythril_agent_skills-0.2.13,6,100.00,True,2,build,no
neural_sync-0.1.2.tar.gz,neural-sync,0.1.2,tar,6,16,37.50,cpython-310;cpython-39,neural_sync-0.1.2,6,100.00,False,0,,no
opentea-3.11.0-py3-none-any.whl,opentea,3.11.0,wheel,6,105,5.71,cpython-311;cpython-39,opentea,6,100.00,True,2,,no
opentea-3.11.0.tar.gz,opentea,3.11.0,tar,6,105,5.71,cpython-311;cpython-39,opentea-3.11.0,6,100.00,True,2,,no
play_bracket_api-0.1.0.tar.gz,play-bracket-api,0.1.0,tar,6,12,50.00,cpython-312,play_bracket_api-0.1.0,6,100.00,True,1,network,no
prcpy-0.1.14.tar.gz,prcpy,0.1.14,tar,6,36,16.67,cpython-311;cpython-312,prcpy-0.1.14,6,100.00,False,0,data,no
profast-1.0.6-py3-none-any.whl,profast,1.0.6,wheel,6,6,100.00,cpython-310;cpython-311;cpython-312;cpython-313;cpython-38;cpython-39,ProFAST,6,100.00,False,0,,no
profast-1.0.6.tar.gz,profast,1.0.6,tar,6,6,100.00,cpython-310;cpython-311;cpython-312;cpython-313;cpython-38;cpython-39,profast-1.0.6,6,100.00,False,0,,no
qchaindym_ta-0.1.tar.gz,qchaindym-ta,0.1,tar,6,15,40.00,cpython-311,qchaindym_ta-0.1,6,100.00,True,1,,no
query_performance_analyzer-0.4.0-py312-none-any.whl,query-performance-analyzer,0.4.0,wheel,6,6,100.00,cpython-312,perf;__init__.pyc,6,100.00,False,0,cli;data,no
question_answer_db-0.10-py3-none-any.whl,question-answer-db,0.10,wheel,6,107,5.61,cpython-311;cpython-312,app1,6,100.00,False,0,data;ml,no
question_answer_db-0.10.tar.gz,question-answer-db,0.10,tar,6,107,5.61,cpython-311;cpython-312,question_answer_db-0.10,6,100.00,False,0,data;ml,no
ramps_galactic-1.1.2.tar.gz,ramps-galactic,1.1.2,tar,6,25,24.00,cpython-310,ramps_galactic-1.1.2,6,100.00,False,0,,no
sequoia-0.0.10.tar.gz,sequoia,0.0.10,tar,6,105,5.71,cpython-310,sequoia-0.0.10,6,100.00,True,1,security,yes
spider-cli-0.2.4.tar.gz,spider-cli,0.2.4,tar,6,18,33.33,cpython-38,spider-cli-0.2.4,6,100.00,True,1,cli;ml,no
spider_cli-0.2.4-py3-none-any.whl,spider-cli,0.2.4,wheel,6,18,33.33,cpython-38,usl,6,100.00,True,1,cli;ml,no
spiker-1.0.5.tar.gz,spiker,1.0.5,tar,6,6,100.00,cpython-38,spiker-1.0.5,6,100.00,False,0,,no
ts_features_sculptor-1.25.1-py3-none-any.whl,ts-features-sculptor,1.25.1,wheel,6,68,8.82,cpython-312,ts_features_sculptor,6,100.00,False,0,,no
ts_features_sculptor-1.25.1.tar.gz,ts-features-sculptor,1.25.1,tar,6,68,8.82,cpython-312,ts_features_sculptor-1.25.1,6,100.00,True,1,,no
ursus_ssg-1.5.0.tar.gz,ursus-ssg,1.5.0,tar,6,123,4.88,cpython-310;cpython-312,ursus_ssg-1.5.0,6,100.00,True,1,,no
volsense-1.0.2-py3-none-any.whl,volsense,1.0.2,wheel,6,30,20.00,cpython-311,volsense_core;volsense_inference,6,100.00,True,5,data;ml,no
volsense-1.0.2.tar.gz,volsense,1.0.2,tar,6,30,20.00,cpython-311,volsense-1.0.2,6,100.00,True,5,data;ml,no
wagtail_places-1.2.7.tar.gz,wagtail-places,1.2.7,tar,6,11,54.55,cpython-311,wagtail_places-1.2.7,6,100.00,False,0,,no
allvoicelab_mcp-0.0.5-py3-none-any.whl,allvoicelab-mcp,0.0.5,wheel,5,11,45.45,cpython-311,client,5,100.00,False,0,ml;network,no
allvoicelab_mcp-0.0.5.tar.gz,allvoicelab-mcp,0.0.5,tar,5,11,45.45,cpython-311,allvoicelab_mcp-0.0.5,5,100.00,False,0,ml;network,no
aoe2mapgenerator-0.1.4.tar.gz,aoe2mapgenerator,0.1.4,tar,5,25,20.00,cpython-310,aoe2mapgenerator-0.1.4,5,100.00,False,0,,no
bedrock_llm-0.1.95b0.tar.gz,bedrock-llm,0.1.95b0,tar,5,42,11.90,cpython-312;cpython-39,bedrock_llm-0.1.95b0,5,100.00,True,1,network,no
bloxone-0.8.14.tar.gz,bloxone,0.8.14,tar,5,42,11.90,cpython-38,bloxone-0.8.14,5,100.00,True,1,,no
cardscan-0.4.0.tar.gz,cardscan,0.4.0,tar,5,19,26.32,cpython-310,cardscan-0.4.0,5,100.00,False,0,,no
cpyextpatt-0.3.0.tar.gz,cpyextpatt,0.3.0,tar,5,349,1.43,cpython-310;cpython-311;cpython-312;cpython-313;cpython-39,cpyextpatt-0.3.0,5,100.00,False,0,testing,no
csockets-4.2.29-py3-none-any.whl,csockets,4.2.29,wheel,5,5,100.00,cpython-310,csockets,5,100.00,False,0,network,no
dasy_hy-0.24.2-py3-none-any.whl,dasy-hy,0.24.2,wheel,5,5,100.00,cpython-310,hy,5,100.00,True,11,,no
django_codenerix-5.0.80-py2.py3-none-any.whl,django-codenerix,5.0.80,wheel,5,325,1.54,cpython-310;cpython-311;cpython-312,codenerix,5,100.00,True,4,testing,no
django_codenerix-5.0.80.tar.gz,django-codenerix,5.0.80,tar,5,325,1.54,cpython-310;cpython-311;cpython-312,django_codenerix-5.0.80,5,100.00,True,4,testing,no
docking_simulation_helpers-0.1.1-py3-none-any.whl,docking-simulation-helpers,0.1.1,wheel,5,7,71.43,cpython-312,docking_simulation_helpers,5,100.00,True,2,build,no
docking_simulation_helpers-0.1.1.tar.gz,docking-simulation-helpers,0.1.1,tar,5,7,71.43,cpython-312,docking_simulation_helpers-0.1.1,5,100.00,True,2,build,no
ece4078-1.2.3-py3-none-any.whl,ece4078,1.2.3,wheel,5,5,100.00,cpython-310;cpython-311;cpython-312;cpython-38;cpython-39,ece4078,5,100.00,True,2,,no
ece4078-1.2.3.tar.gz,ece4078,1.2.3,tar,5,5,100.00,cpython-310;cpython-311;cpython-312;cpython-38;cpython-39,ece4078-1.2.3,5,100.00,True,2,,no
emoatlas-0.1.6.tar.gz,emoatlas,0.1.6,tar,5,5,100.00,cpython-38;cpython-39,emoatlas-0.1.6,5,100.00,False,0,,no
flaski-0.0.0.9-py3-none-any.whl,flaski,0.0.0.9,wheel,5,22,22.73,cpython-310,flask_crud,5,100.00,True,4,,no
flaski-0.0.0.9.tar.gz,flaski,0.0.0.9,tar,5,22,22.73,cpython-310,flaski-0.0.0.9,5,100.00,True,4,,no
flinter-0.7.1.tar.gz,flinter,0.7.1,tar,5,7,71.43,cpython-38,flinter-0.7.1,5,100.00,False,0,,no
fluxfootprints-0.2.4.tar.gz,fluxfootprints,0.2.4,tar,5,15,33.33,cpython-313,fluxfootprints-0.2.4,5,100.00,True,2,testing,no
fulmar_astro-0.1.10.tar.gz,fulmar-astro,0.1.10,tar,5,6,83.33,cpython-39,fulmar_astro-0.1.10,5,100.00,True,1,,no
HavNegpy-1.2.tar.gz,havnegpy,1.2,tar,5,10,50.00,cpython-39,HavNegpy-1.2,5,100.00,False,0,testing,no
Hector_Observations_Pipeline-1.4-py3-none-any.whl,hector-observations-pipeline,1.4,wheel,5,106,4.72,cpython-38;cpython-39,hop,5,100.00,True,1,ml,no
hicberg-1.0.1-py3-none-any.whl,hicberg,1.0.1,wheel,5,71,7.04,cpython-311;cpython-38,tests;hicberg,5,100.00,False,0,testing,no
hicberg-1.0.1.tar.gz,hicberg,1.0.1,tar,5,71,7.04,cpython-311;cpython-38,hicberg-1.0.1,5,100.00,False,0,testing,no
imephu-0.11.1-py3-none-any.whl,imephu,0.11.1,wheel,5,55,9.09,cpython-310,imephu,5,100.00,True,1,,no
imephu-0.11.1.tar.gz,imephu,0.11.1,tar,5,55,9.09,cpython-310,imephu-0.11.1,5,100.00,True,1,,no
joint_sim-0.1.7-py3-none-any.whl,joint-sim,0.1.7,wheel,5,73,6.85,cpython-311,joint_sim,5,100.00,True,6,data;network,no
joint_sim-0.1.7.tar.gz,joint-sim,0.1.7,tar,5,73,6.85,cpython-311,joint_sim-0.1.7,5,100.00,True,36,data;network,no
ladock-0.1.6.tar.gz,ladock,0.1.6,tar,5,48,10.42,cpython-311,ladock-0.1.6,5,100.00,False,0,,no
landsattoolkit-1.0.0.tar.gz,landsattoolkit,1.0.0,tar,5,10,50.00,cpython-312,landsattoolkit-1.0.0,5,100.00,False,0,data,no
my_mcp_casper-0.0.15-py3-none-any.whl,my-mcp-casper,0.0.15,wheel,5,8,62.50,cpython-311,client,5,100.00,False,0,ml;network,no
my_mcp_casper-0.0.15.tar.gz,my-mcp-casper,0.0.15,tar,5,8,62.50,cpython-311,my_mcp_casper-0.0.15,5,100.00,False,0,ml;network,no
piwigo2-2.0.1-py3-none-any.whl,piwigo2,2.0.1,wheel,5,7,71.43,cpython-312,piwigo,5,100.00,False,0,,no
piwigo2-2.0.1.tar.gz,piwigo2,2.0.1,tar,5,7,71.43,cpython-312,piwigo2-2.0.1,5,100.00,False,0,,no
plexsim-3.0.tar.gz,plexsim,3.0,tar,5,17,29.41,cpython-39,plexsim-3.0,5,100.00,True,1,testing,no
poorwsgi-2.8.0-py3-none-any.whl,poorwsgi,2.8.0,wheel,5,5,100.00,cpython-313,poorwsgi-2.8.0.data,5,100.00,False,0,data;testing,no
prapti-0.0.2-py3-none-any.whl,prapti,0.0.2,wheel,5,45,11.11,cpython-310,prapti,5,100.00,True,2,testing,no
prapti-0.0.2.tar.gz,prapti,0.0.2,tar,5,45,11.11,cpython-310,prapti-0.0.2,5,100.00,True,2,testing,no
pretty_admin-0.1.5-py3-none-any.whl,pretty-admin,0.1.5,wheel,5,7,71.43,cpython-312,pretty_admin,5,100.00,False,0,,no
pretty_admin-0.1.5.tar.gz,pretty-admin,0.1.5,tar,5,7,71.43,cpython-312,pretty_admin-0.1.5,5,100.00,False,0,,no
pycuties-0.1.0.tar.gz,pycuties,0.1.0,tar,5,9,55.56,cpython-39,pycuties-0.1.0,5,100.00,True,1,testing,no
pydynamicestimator-0.4.7.tar.gz,pydynamicestimator,0.4.7,tar,5,36,13.89,cpython-311,pydynamicestimator-0.4.7,5,100.00,True,5,testing,no
pyrimidine-1.7.3.tar.gz,pyrimidine,1.7.3,tar,5,60,8.33,cpython-310;cpython-38,pyrimidine-1.7.3,5,100.00,False,0,ml,no
pytest_prometheus_pushgateway-0.3.2-py3-none-any.whl,pytest-prometheus-pushgateway,0.3.2,wheel,5,10,50.00,cpython-310,pytest_prometheus_pushgateway-0.3.2.data,5,100.00,False,0,data;plugin;testing,no
pytest_tutorials-0.2.0.tar.gz,pytest-tutorials,0.2.0,tar,5,5,100.00,cpython-311,pytest_tutorials-0.2.0,5,100.00,False,0,testing,no
python_sdk_auth-0.4.0-py3-none-any.whl,python-sdk-auth,0.4.0,wheel,5,5,100.00,cpython-39,HologramAuth,5,100.00,False,0,security,yes
qtdraw-3.1.6-py3-none-any.whl,qtdraw,3.1.6,wheel,5,5,100.00,cpython-313,qtdraw,5,100.00,True,5,testing,no
radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,5,260,1.92,cpython-312,radboy,5,100.00,True,27,data,no
radboy-0.0.1054.tar.gz,radboy,0.0.1054,tar,5,260,1.92,cpython-312,radboy-0.0.1054,5,100.00,True,27,data,no
spectrax-0.2.1.tar.gz,spectrax,0.2.1,tar,5,5,100.00,cpython-310,spectrax-0.2.1,5,100.00,False,0,,no
spymot-2.1.4.dev0.tar.gz,spymot,2.1.4.dev0,tar,5,5,100.00,cpython-312,spymot-2.1.4.dev0,5,100.00,False,0,data,no
tallyfy-1.3.9-py3-none-any.whl,tallyfy,1.3.9,wheel,5,21,23.81,cpython-310,tallyfy,5,100.00,False,0,,no
tallyfy-1.3.9.tar.gz,tallyfy,1.3.9,tar,5,21,23.81,cpython-310,tallyfy-1.3.9,5,100.00,False,0,,no
zxbasic-1.18.7.tar.gz,zxbasic,1.18.7,tar,5,532,0.94,cpython-312,zxbasic-1.18.7,5,100.00,True,13,,no
accl-0.1.0.tar.gz,accl,0.1.0,tar,4,41,9.76,cpython-312,accl-0.1.0,4,100.00,False,0,ml,no
aimmocore-0.1.15-py3-none-any.whl,aimmocore,0.1.15,wheel,4,22,18.18,cpython-38,aimmocore,4,100.00,False,0,network,no
aimmocore-0.1.15.tar.gz,aimmocore,0.1.15,tar,4,22,18.18,cpython-38,aimmocore-0.1.15,4,100.00,False,0,network,no
aiofranka-0.3.0.tar.gz,aiofranka,0.3.0,tar,4,6,66.67,cpython-310;cpython-311,aiofranka-0.3.0,4,100.00,False,0,network,no
apache-liminal-test-spark-0.0.0.tar.gz,apache-liminal-test-spark,0.0.0,tar,4,8,50.00,cpython-38,apache-liminal-test-spark-0.0.0,4,100.00,True,1,build;network;testing,no
apache_liminal_test_spark-0.0.0-py3-none-any.whl,apache-liminal-test-spark,0.0.0,wheel,4,8,50.00,cpython-38,liminal,4,100.00,True,1,build;network;testing,no
asf_snow-0.1.23-py3-none-any.whl,asf-snow,0.1.23,wheel,4,34,11.76,cpython-312,asf_snow,4,100.00,True,1,,no
asf_snow-0.1.23.tar.gz,asf-snow,0.1.23,tar,4,34,11.76,cpython-312,asf_snow-0.1.23,4,100.00,True,1,,no
best-package-0.1.1.tar.gz,best-package,0.1.1,tar,4,38,10.53,cpython-38,best-package-0.1.1,4,100.00,False,0,data,no
bullpenfi-0.1.11-py3-none-any.whl,bullpenfi,0.1.11,wheel,4,8,50.00,cpython-311,bullpenfi,4,100.00,False,0,security,yes
bullpenfi-0.1.11.tar.gz,bullpenfi,0.1.11,tar,4,8,50.00,cpython-311,bullpenfi-0.1.11,4,100.00,False,0,security,yes
causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,4,116,3.45,cpython-38,causal_test_again-0.1.67,4,100.00,False,0,data;testing,no
cellworld_game-0.0.193.tar.gz,cellworld-game,0.0.193,tar,4,50,8.00,cpython-310;cpython-312,cellworld_game-0.0.193,4,100.00,True,1,ml,no
csghub_sdk-0.9.0-py3-none-any.whl,csghub-sdk,0.9.0,wheel,4,158,2.53,cpython-310,pycsghub,4,100.00,True,2,,no
csghub_sdk-0.9.0.tar.gz,csghub-sdk,0.9.0,tar,4,158,2.53,cpython-310,csghub_sdk-0.9.0,4,100.00,True,2,,no
csim-1.7.0.tar.gz,csim,1.7.0,tar,4,15,26.67,cpython-314,csim-1.7.0,4,100.00,False,0,,no
deepsurveysim-0.1.0.tar.gz,deepsurveysim,0.1.0,tar,4,16,25.00,cpython-39,deepsurveysim-0.1.0,4,100.00,False,0,,no
django-frontier-0.5.4.tar.gz,django-frontier,0.5.4,tar,4,11,36.36,cpython-38,django-frontier-0.5.4,4,100.00,False,0,,no
django-ipghrms-perform-1.1.tar.gz,django-ipghrms-perform,1.1,tar,4,52,7.69,cpython-310;cpython-39,django-ipghrms-perform-1.1,4,100.00,False,0,,no
django_ipghrms_perform-1.1-py3-none-any.whl,django-ipghrms-perform,1.1,wheel,4,52,7.69,cpython-310;cpython-39,perform,4,100.00,False,0,,no
drive_ibd-3.1.0-py3-none-any.whl,drive-ibd,3.1.0,wheel,4,17,23.53,cpython-311;cpython-312;cpython-38,tests,4,100.00,True,3,testing,no
drive_ibd-3.1.0.tar.gz,drive-ibd,3.1.0,tar,4,17,23.53,cpython-311;cpython-312;cpython-38,drive_ibd-3.1.0,4,100.00,True,3,testing,no
dspin-1.5.2.tar.gz,dspin,1.5.2,tar,4,4,100.00,cpython-310,dspin-1.5.2,4,100.00,True,1,,no
effiara-0.1.1.tar.gz,effiara,0.1.1,tar,4,23,17.39,cpython-39,effiara-0.1.1,4,100.00,False,0,,no
evalda_pub2-0.0.7.tar.gz,evalda-pub2,0.0.7,tar,4,4,100.00,cpython-38;cpython-39,evalda_pub2-0.0.7,4,100.00,True,3,ml,no
fast_censor-0.3.2.tar.gz,fast-censor,0.3.2,tar,4,4,100.00,cpython-310;cpython-39,fast_censor-0.3.2,4,100.00,False,0,,no
fast_scores-0.1.4-py3-none-any.whl,fast-scores,0.1.4,wheel,4,4,100.00,cpython-38,fast_scores,4,100.00,False,0,,no
fast_scores-0.1.4.tar.gz,fast-scores,0.1.4,tar,4,4,100.00,cpython-38,fast_scores-0.1.4,4,100.00,False,0,,no
funboost-54.8-py3-none-any.whl,funboost,54.8,wheel,4,48,8.33,cpython-39,funboost,4,100.00,True,8,,no
funboost-54.8.tar.gz,funboost,54.8,tar,4,48,8.33,cpython-39,funboost-54.8,4,100.00,True,8,,no
gempipe-1.38.5.tar.gz,gempipe,1.38.5,tar,4,38,10.53,cpython-39,gempipe-1.38.5,4,100.00,True,28,,no
HexagonSC-0.3-py3-none-any.whl,hexagonsc,0.3,wheel,4,8,50.00,cpython-310,__pycache__,4,100.00,False,0,,no
HexagonSC-0.3.tar.gz,hexagonsc,0.3,tar,4,8,50.00,cpython-310,HexagonSC-0.3,4,100.00,False,0,,no
hrendjango_internet_shop-0.1.1-py3-none-any.whl,hrendjango-internet-shop,0.1.1,wheel,4,4,100.00,cpython-314,internet_shop,4,100.00,False,0,,no
hrendjango_internet_shop-0.1.1.tar.gz,hrendjango-internet-shop,0.1.1,tar,4,4,100.00,cpython-314,hrendjango_internet_shop-0.1.1,4,100.00,False,0,,no
invcrypt-1.0.13-py3-none-any.whl,invcrypt,1.0.13,wheel,4,20,20.00,cpython-312,invcrypt,4,100.00,True,1,security,yes
invcrypt-1.0.13.tar.gz,invcrypt,1.0.13,tar,4,20,20.00,cpython-312,invcrypt-1.0.13,4,100.00,True,1,security,yes
japper-0.0.25-py3-none-any.whl,japper,0.0.25,wheel,4,71,5.63,cpython-312,japper_devtools,4,100.00,True,3,,no
japper-0.0.25.tar.gz,japper,0.0.25,tar,4,71,5.63,cpython-312,japper-0.0.25,4,100.00,True,3,,no
jose_meu_pacote-0.1-py3-none-any.whl,jose-meu-pacote,0.1,wheel,4,4,100.00,cpython-311,jose_meu_pacote;meu_pacote,4,100.00,False,0,,no
jz3-0.1.13.tar.gz,jz3,0.1.13,tar,4,14,28.57,cpython-311,jz3-0.1.13,4,100.00,True,2,testing,no
keywordsai_sdk-0.5.2.tar.gz,keywordsai-sdk,0.5.2,tar,4,34,11.76,cpython-311;cpython-312,keywordsai_sdk-0.5.2,4,100.00,False,0,,no
langflow_mod-0.0.79.1.tar.gz,langflow-mod,0.0.79.1,tar,4,67,5.97,cpython-310,langflow_mod-0.0.79.1,4,100.00,True,8,,no
